"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Euro area","EMU","GDP (current US$)","NY.GDP.MKTP.CD","244832979621.286","268965206140.915","298819073251.177","335341767111.3","373024154759.547","407740569138.291","444882753309.621","483418609566.274","518991679523.801","579332897735.763","642618205440.966","728350687665.193","879866451210.211","1142236798783.01","1295369935840.44","1501998691902.07","1567495790394.23","1782978319993.57","2183343936515.71","2644833842318.66","2962181083319.03","2574375219647.74","2492495326231.07","2431611024346.65","2332403164199.5","2396184860778.49","3362907352245.57","4159431451515.9","4574521460012.74","4672689376253.42","5880688023843.26","6114122875186.22","6745618204470.38","6172471796791.99","6515617848992.98","7515452849974.94","7604358498831.92","6952189647138.43","7149215002406.38","7116212677298.5","6495755148668.91","6596586819720.33","7200156656955.42","8862330817568.42","10160398631608.8","10523525439926.8","11184044960382.4","12879111960143.5","14158257793140.4","12938506838994.8","12641745700258.5","13637891491638.9","12638777298888.5","13196293606325.5","13510069962193.7","11675505777208.6","11973696253892.8","12679719055232.6","13698192927474.5","13418360523881.5","13086148411425.1","14570891691511.7","14040893546587.3",
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477101651.648376","467872714.755603","531688311.688312","578015625","693535954.190067","686490090.140141","745523074.705326","688918508.948029","706370815.584416","752371683.199361","729321671.445917","870248293.678303","1109054005.43971","1098424709.48675","1211161879.6748","1317974491.05691","1380188800","1856695551.21951","1589515447.15447","2065001626.01626","","","","","","","","","","","",
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD","12072126075.397","13834300571.4849","16138545209.246","19074913947.7196","21343844643.7341","24756958694.9238","28721062242.1634","31647119228.1982","31475548481.4095","36038711599.541","40992995008.3195","46619420359.2814","59132415221.3306","78639525985.1513","97274006345.5437","114777046376.812","118507184779.905","132449277108.434","160599687500","214601955875.062","232766822928.754","202807891511.984","195996754505.528","170951185614.849","172102910370.524","180793463796.477","251321075204.942","318747935588.196","376160409941.437","414757056921.996","536558591250.408","577166174539.632","630916018202.503","525075636030.854","530562634455.347","614609020549.773","642588992512.807","590077272727.273","619214834614.099","634907542858.302","598363313494.903","627830029412.205","708756677088.629","907491523174.116","1069055675273.75","1153715822717.51","1260398977831.76","1474002579820","1631863493552.34","1491472923706.64","1422108199783.37","1480710495710.13","1324750738725","1355579535912.56","1371820537888.6","1196156971279.69","1233554967011.71","1313245330197.66","1421702715218.01","1394320055129.38","1276962685648.23","1427380681294.55","1397509272054.48",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4502970889.06373","4786018988.16491","5154420649.23354","5674080542.88575","5756912265.75809","5686579747.53524","6254649538.98487","7367975887.72723","9874013098.46432","12145911801.2422","14106790200.2239","17022870405.2189","22449129482.617","24341678628.9732","19633031397.6104","19523477325.6235","23213994093.4632","23019150071.1867","25115753366.1116","26634083965.0983","22890762090.1508","24072829276.775","26924385103.0662","30624720196.2285","31081901909.2151","31370395572.7653","37191166151.98","38100812958.5196",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","7324903191.9444","7707678023.04719","8567890825.39512","8096302370.73509","9480840483.09179","9848600869.56522","10527338647.343","10908935748.7923","11476584879.2271","12175166763.285","13463868357.4879","10492993077.6093","8830712713.90781","6927950564.55657","7663984567.90123","8547939730.62374","8589233419.59411","7818205971.60231","7700833482.00615","8242349955.05111","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648276190.2977","55612228233.5179","64589329344.6937","74296745599.0048","81770886908.5198","84269196152.0333","95912607970.1686","107657734392.446","111261882913.342","126783472501.134",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","725882274752.551","820757717773.022","990362028045.835","1281934388219.46","1451652145420.38","1690761678269.72","1769935314570.55","2004764968389.22","2442532706245.08","2952641158090.9","3302960284315.51","2879789914532.56","2777189622000.29","2701887926641.8","2603220657105.87","2677480780323.4","3743790927546.53","4630938021004.69","5083942710178.23","5193046311962.75","6497762738132.15","6735921579249.33","7406344155354.12","6761163265087.02","7161927357609.8","8295833072767.39","8431357595824.37","7733774323755.39","7969828858391.95","7925875793536.15","7276637983680.52","7393878987404.84","8083741282668.47","9932175155886","11418921613749.3","11910059838304","12712564874685.1","14727376164775.5","16295205228567.3","14762588819490.1","14555972617838.3","15764817006877","14641967048097.1","15294848407438.2","15650588620202","13553055207692","13889039447069.8","14764668937681.1","15979881686055.6","15692624900173","15370461303996.4","17187869517145.9","16641391923811.1",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","47573059713.5259","53047000528.5797","64779731305.4452","65674584279.1896","75186521183.908","92162608018.0976","137116311356.887","153853392733.672","181038395800.653","199022597842.864","221696773332.206","278371860287.192","349251273241.361","487073667103.667","466093357291.095","396969411755.862","358699789769.642","366451346774.275","355576918851.835","366343472514.843","383895976989.384","381331068433.646","551464186619.218","381634234040.422","347774614446.074","326482644976.692","314380122163.757","361978544842.315","374178361217.671","424021947033.936","419787608120.246","452381438866.935","525923492617.643","524820607656.157","515128617521.844","540101886447.468","681202193967.179","856243749366.614","1060626418683.6","1291580794819.04","1636226107510.35","1512317017807.7","1789423802005.32","1682954992313.16","1886027758540.5","1957737559888.94","2077047395313.54","1659059960949.31","1555352426735.14","1645540777006.25","1730287221140.22","1826389026348.85","1663072394700.79","1783491556983.2","1892553416324",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","5224102195.52771","5921659485.03284","6340580854.39073","6885920328.66187","7766655085.78588","8589340019.02985","9208524504.87684","9368954010.3132","8823033880.32993","10070766720.5011","11357516987.5425","12527405512.9298","14743186119.8738","19472363466.6252","24848821490.4679","29472623242.2822","31849513771.3494","33499799321.2336","36256160288.8087","44465255686.1548","53645202422.6968","52448332874.07","52797582336.2526","50973526900.0854","52888800949.7428","55875863392.1719","73531550551.255","91594751792.2359","109058990760.483","119012054870.445","141438345513.917","127773856785.767","112532519246.084","89214114708.0254","103299943084.804","134189814814.815","132129174216.93","126912152101.707","134038718291.055","135264083658.688","126019543413.334","129533107311.811","140404460203.138","171652458349.411","197479443979.151","204885494686.381","217089269791.764","256378067752.158","285716311136.719","253497520828.515","249424310816.673","275604356167.318","258290060227.734","271362405890.591","274862826772.152","234534382384.766","240771351298.84","255647979916.473","275708001767.838","268514916972.544","271886077382.097","296387625263.561","280825957768.484",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112328422.113084","116987784.913739","122906434.957814","129454728.623599","140032741.468329","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316656759.381132","425950581.259458","558587216.568266","684282380.893548","694540494.57274","719501505.150927","829268135.241171","1019691156.36853","1202619307.76466","1235627374.37545","1194060371.35992","1123084823.07278","1178001041.34242","1141168779.51157","1290267529.56847","1177947649.45097","1110009264.06069","1182660000","1337017258.55191","1383883718.52673","1532411208.98387","1636101246.9394","1825732092.54674","1970301019.19887","2128696643.62574","2090221137.02876","1653146993.93502","1936459986.03795","1678219507.89829","1652462062.63884","1833279985.36741","2300492002.01302","2708078476.63012","2980403464.53066","3076305452.86506","3378314599.76402","3523185919.55826","2870624635.68032","3140167239.46869","3779412255.47694","3972028509.66449","4189968869.81721","4857103846.72985","4682480303.97469","4930213787.50451","5353468387.56019","5581425890.96651","5481692621.61125","4477030179.83128","4296235427.52339","4943248200.0441",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","62225478000.8822","67461644222.0352","75607529809.9288","84759195105.8693","94007851047.3678","101537248148.427","110045852177.928","118972977486.207","129785441507.456","141903068680.309","148456359985.827","165966615366.402","203494148244.473","264429876252.21","285552373158.756","360832186018.051","372319038514.067","410279486493.715","506707848837.209","613953129818.07","701288419745.421","615552202776.101","584877732308.614","559869179791.72","530683779929.445","553138414367.061","771470783218.108","934173305685.911","1018847043277.17","1025211803413.53","1269179616913.63","1269276828275.78","1401465923172.24","1322815612694","1393982750472.59","1601094756209.75","1605675086549.56","1452884917959.09","1503108739159.44","1493151737698.46","1365639660792.16","1377657339291.34","1501409382971.38","1844544792036.86","2119633181634.37","2196945232435.8","2320536221304.7","2660591246211.77","2930303780828.12","2700887366932.03","2645187882116.73","2865157541994.19","2683671716967.19","2811876903329.05","2855964488590.14","2439188643162.5","2472964344587.23","2595151045197.67","2790956878746.61","2728870246705.83","2639008701648.21","2957879759263.52","2782905325624.52",
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1104744290.25672","1127684827.35686","1067109508.6452","1160268142.36886","1275093662.35235","1501941504.89146","1724770866.79756","1759739599.22694","2017680721.80259","2339015384.90742","2489873331.02639","2296065312.82255","2331796784.36009","2505740886.25907","2427200582.91115","2690110671.24132","2914012852.34062","2573906035.59584","2813278761.27524","2980057167.73595","3188601035.1907","3275684065.13139","3248670978.10165","3649878680.22811","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","106500000","","","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","221575300","218534700","206626300","218873100","220140500","233271800","240970900","242517200","245432900","240236000","250281900","253541900","256787200","263145100","280284600","296944100","311301600","327248700","317214400","319271200","316489900","332265200","366666800","401932300","412000000","408000000","404028900","427094119.111317",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468977.570007","167637907.381723","182796536.499884","154480244.246844","215679855.272516","226474285.587108","245849781.715899","271543680.279285","294468564.534369","318124701.048949","323802475.480977","381687073.058558","430508357.723916","722780701.123251","1544216003.9841","2157592936.60712","3009409970.90514","2809349074.17738","2389479269.18878","3030251116.35999","4279637933.85126","3862269126.92642","3618007844.44919","3391275731.31834","3561451562.23569","3339914759.37269","3403638193.57912","3281797038.6659","3834503378.35525","4186411457.4569","5952293765.84484","5402919788.23153","5592390832.66829","4378645081.01769","4190819346.82143","4958845649.02823","5694039999.86528","5326817111.31062","4483417313.11823","4662992036.2073","5080483628.30574","5023265411.47748","5335451103.75569","6511903363.53884","7770219003.91662","9582783997.22141","10327598308.5297","12455409574.9408","15571348329.2279","12113699059.4581","14372593013.8124","18210307754.4426","17170464000.7824","17595744803.6041","18203966900.4404","14383107763.1182","14023890263.875","14929487495.759","16867326389.8696","16874405460.1964","15314577167.8199","20217946921.2063","21071739227.9428",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","73233970838.2328","77741969043.1479","81247567647.2185","86561965531.0253","94407562406.9086","101824759453.381","108572756766.328","113116882129.936","107759913942.933","116464706991.285","130682295637.119","148106601857.137","169969084028.49","192551676950.861","206152361030.543","241734621312.295","232610445456.538","263079306617.242","335880078399.848","439011580877.703","564954276868.089","540720761152.05","515006780277.424","489599764279.816","461483005638.353","489256281228.667","601455004221.653","745130338365.8","910171030657.68","926926143222.19","1093213710428.01","1142766274398.22","1179713014951.83","1061457883633.55","1140443311074.5","1346252041210.47","1421711933486.21","1561715127635.22","1654996607708.19","1689407711357.04","1666048767079.76","1648765214387","1785781372553.92","2056704586736.55","2423047347028.45","2544813166100.5","2709978165671.04","3092996468387.23","2931683721186.75","2417565709974.49","2491397494467.95","2666403005061.42","2706340967030.68","2786315215249.95","3065223279583.79","2934857946213.47","2699659680997.2","2683488510504.04","2878152147315.82","2857057847953.02","2704609160088.15","3122480345924.54","3070667732359.21",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7753501867.76095","6357615894.03974","3690328963.64086","2701181331.30816","2514070771.80273","2693768412.89179","3095047603.8083","3510520231.21387","3613498183.2136","2800026343.73636","3057475335.18846","3219462779.685","3395766677.67315","3991377904.13162","5125365191.98664","6410912049.87105","7745249283.88222","10172933118.493","12795147991.8388","10766919442.0789","12243219360.2985","15107482383.3798","16488819132.8835","17190068235.7892","17627336228.0536","14953675992.6704","15141598622.5692","16242647229.7398","17596922469.9152","17470436258.5131","15842922532.7202","18629365612.096","24605375420.0672",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217230094.97205","1302674324.88378","1382515654.47343","1540797588.57221","1731296199.52296","2053462968.0426","2126300672.22965","1747187644.9031","1666909517.65205","1962050555.7775","2215028588.45646","2417108577.52739","2112293279.98507","3006766758.43977","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441614.97432","4035994397.7591","4057275042.82903","4412279843.44423","4504342149.43471","5735921420.38769","5074829931.97279","5197840972.6857","5251764269.91812","5889174833.90034","6603130039.87292","6416079341.97329","5968905678.89099","5446370114.57708","6464389656.21299","6932984635.632","6891433840.90915","7482072380.2381","7718110780.94815","4982849054.0291","5314871683.5223","6166197191.76694","7632720680.28119","8881419348.21705","10744562614.7479","20885042153.0199","24827333947.3782","28679383241.0729","26048726185.6746","32197648061.1663","39336668080.559","41271708599.715","62824629066.0408","54783320576.8882","49406014245.4296","56164933479.4044","60405920071.1024","67298913752.0241","68337974418.7681","70043095503.2503","79156409409.8581","72838798787.7066",
"Gibraltar","GIB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1995186720.74733","2041538039.57727","2384295814.85223","2432029296.80623","2666750820.49987","3015058205.58401","3284620421.84712","3279096491.81869","3383092769.85285","3693710532.91191","3868968366.14337","3783700461.64359","3588375621.82568","3461282459.96593","2995361112.0538","2829435908.16305","2950198723.60858","3446441784.82252","3635458213.65962","2937071740.39148","4220019242.74824","6281917649.66709","6964179187.53836","6716904516.30084","6853467832.6761","6785137215.23269","7638045225.63676","8376613880.25749","8778473643.01989","8794202394.72245","8595955600.7877","10324668270.876","11857030366.4598","13442861496.5747","14177835840.8311","16091817842.2348","21227749388.7287",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212088.4188291","46695008.7660868","41160065.8347022","45168072.2454283","52296083.64654","55728655.7957709","59160575.5095456","75187768.3495329","95796033.6554112","115179737.736179","112190822.646033","138093106.277641","171833061.578461","207112649.702942","241083112.728768","218767720.450751","216050534.814986","213448615.748728","177340879.462617","225726370.227358","185646984.458794","220626480.938017","266672202.480435","284120331.64738","317083688.199874","690311093.172052","714254263.103249","755040935.022498","746493955.008434","785999879.720691","848239405.565637","803633368.735802","840285264.631545","814724055.898334","782913865.987568","687410630.457292","578235309.327198","487038679.355229","961900640.746364","1027701055.56871","1054112487.74083","1279703029.87257","1561766955.73024","1450142497.46262","1543294945.45714","1409693594.05748","1415004743.17939","1375609459.78172","1229461731.70458","1378176605.93705","1484578897.15783","1504909447.77459","1670671340.37966","1813609679.15313","1812170878.30632","2038414973.57173","2273060863.13981",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","78733594.8411852","78540057.1372471","87702828.5651641","89374237.2881356","98775328.9473684","108985740.155434","112386489.005677","114971207.205384","122666858.789625","118537875.133044","110653830.722704","154731969.69697","165523634.503718","163577538.326314","138478900.628609","143856253.127248","130225018.751151","173836362.010677","164458120.318029","213143016.446378","243961995.512687","257150374.069711","226313443.749086","236880821.656388","235620043.500927","253966922.278198","270419779.418107","268551010.939623","206457553.398034","224446663.800548","371095522.049254","392621389.507611","417806651.119856","477458577.161635","532062894.801533","587029096.029113","592365659.824007","696910784.016302","868154627.869806","830126428.786134","849878489.113364","1099818591.95727","989271155.126905","1046087367.44973","1054915581.36774","1048229632.99726","1179004911.26075","1350177012.24771","1504630233.68639","1439638410.99593","1431758231.68287","1638517606.88578","1633559092.06611",
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","","","9122751.45318345","10840095.1283649","12712471.3960211","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66331428.5714286","64946954.756798","65429198.238708","81203226.9138345","94159862.7073691","104295643.388437","103653049.93797","103987520.075827","","","50642880.7737503","36731422.8456914","44294647.733479","44442456.94764","50320914.4065688","62118570.0053235","76407395.9710488","93345859.405032","100534656.942699","88265974.7260518","112119411.508746","110906028.612022","134707183.973556","136047906.00517","100807002.602709","141853360.895902","232463022.679122","442337870.426546","370687634.697573","621117885.668503","1045998496.43872","1461139022.02954","1806742742.27311","2484745935.09329","4410764338.66733","8217369092.65224","10086528698.8604","13071718758.7373","19749893536.3204","15027795173.2187","16314443428.9392","21357343681.8949","22388344123.9938","21948834290.3521","21765453087.479","13185496881.4052","11240808846.6924","12200913887.6428","13097012124.2261","11364133546.2494","10099157995.5789","12269393392.1579","11813908447.8131",
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","4335186016.83942","4961400439.31722","5213047711.42704","5895278024.09202","6669673257.1183","7689154053.35866","8591517943.60129","9275600800.35644","10090675902.5364","11615657031.2387","13139863636.3636","14591750000","16885511363.6364","22347848101.2658","25351306818.1818","28525876726.8863","31152835820.8955","36176234967.6226","44270204081.6327","54481876724.931","56829664268.5851","52346506765.0676","54617989795.9184","49428873839.0093","48020024183.7969","47820851221.3175","56379593476.1441","65652750377.4535","76261277924.5736","79169043222.8284","97891092003.4394","105143232379.884","116224672863.783","108809059155.767","116601801966.292","136878365936.167","145861612400.906","143157600149.757","144428172489.335","142588875293.749","130457756628.436","136309295225.34","154564203586.954","202370140236.265","240963562236.127","247875422204.414","273546728473.073","318902829550.733","355908689477.445","331308500253.274","297124961971.508","282995942006.559","242029307133.408","238907690051.132","235458133124.604","195683527003.375","193148146586.938","199844406013.533","212049447242.107","205257014892.498","188925995936.803","214873879833.648","219065872466.25",
"Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","71494495.1851852","88322386.2962963","102244362.222222","110900457.037037","115651918.888889","125435590","131803552.222222","145533310.740741","167728455.185185","187589522.592593","215009569.62963","236357523.703704","267327642.222222","278098762.962963","300757888.888889","310160444.444444","309812185.185185","325111814.814815","342172518.518519","366911444.444444","392190592.592593","445903592.592593","482009370.37037","520044370.37037","520444185.185185","540336925.925926","591018407.407407","599118592.592593","695555555.555555","698700666.666667","758683592.592593","825976037.037037","771275555.555555","771014814.814815","778655555.555555","799881481.481481","842618518.518518","911496296.296296","997007407.407407","1061640740.74074","1125685185.18519","1166514814.81481","1213485185.18519","1043411111.11111","1122800000","1256413185.18519",
"Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","69520026.606416","88571004.744069","106101302.90585","140153748.266824","169918948.657061","211192468.037067","240779417.825531","282269764.880449","355987433.480243","420645794.968404","476051769.013942","435749013.870185","402403057.151259","416184086.23097","379371913.715958","412876395.826869","603016317.536303","787390447.323345","898607670.624413","929799902.191124","1018977225.44427","1016500016.28505","1037916105.23293","927214127.934317","1005887592.03539","1208953358.99709","1197515637.92052","1072154406.78905","1149858126.95747","1131555107.04907","1068024993.98697","1086170638.72901","1169136691.35372","1558759744.20913","1822499870.64051","1849802648.36391","2013106816.66011","2249811364.54199","2499092396.11838","2529964060.53747","2503167187.49305","2684461607.93113","2609678694.94479","2684947140.1518","2842065877.15443","2499113085.48255","2707146783.13056","2851610655.92391","3055791340.7025","2997331094.25136","3082909157.60994","3235816195.06609","",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","1043599900","1076699900","1143600000","1262800000","1299099900","1331399900","1390700000","1453500000","1610500000","1715399900","1904000000","1984800000.1654","2101300000","2569200100.2141","3161499901.58075","3645900003.6459","4365300204.3653","5480500205.4805","6070600206.0706","6902600206.9026","7878700007.8787","8607500308.6075","8716999708.717","9050000409.05","9470000103.94584","9721652086.95652","7231963515.98174","7084399840","7841602824.42748","8410724360.79545","7650196276.73508","9406135143.41165","10440781587.5435","11400018312.9302","12983233686.9938","14655404433.2771","15674835615.3139","17790026221.6139","19395491992.9939","18318412251.3642","19288928615.9382","18405221418.4665","20444205991.025","21576351798.9145","23577298589.158","26783388709.1786","29744247479.2443","33567850094.9993","38503718526.6281","37126146369.2608","40676579264.8401","46876004265.2386","49593926849.2429","52996447955.7632","57852150564.52","62186064718.7424","66053402744.7267","71653756504.1625","73328369925.8478","77172313916.4218","77715183063.2054","86053079767.3507","95003333381.1936",
"Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3394000000","3569000000","3869000000","4213000000","4238000000","4397000000","4658000000","4828000000","4949000000","4984000000","5265000000","5399000000","5610000000","5799000000","5901000000","6013000000","6056000000","6366000000","5886000000","6123000000","",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","170216241.05514","185849535.298724","194949512.544989","175757893.865366","194774512.982561","213235294.117647","228705882.352941","250176470.588235","229749999.885125","249299999.87535","267799999.8661","282050000","285380952.380952","307047619.047619","433954545.454545","494791666.666667","454440000","449880000","507080000","530440000","603200000","570357107.142857","482000000.160667","489333333.496444","437631605.263158","453488372.093023","504651139.534884","354591846.938775","413799990","379779389.705882","396582263.291139","348533094.812165","373573141.486811","454101382.488479","540874934.201012","621626785.915493","705406001.424501","749138009.56454","717530683.169567","694754988.258295","712667896.727512","712167448.895612","726131434.715338","743063949.040207","787814379.183843","824880550.343965","2379817986.72917","2730971599.89457","3025187428.38436","3165663152.73351","3432912511.30491","3691384317.52178","4063088529.13592","4167800935.59943","4127660158.47323","4279840193.7046","4482697336.56174","4748174334.14044","4787637005.53638","5173760191.84652","5471256594.72422","8044498800.95923","15357537068.3434",
"High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD","1070309605652.22","1133274574092.24","1222979975247.05","1316949086916.01","1437552390659.38","1561240421783.51","1712677609757.28","1837383236127.49","1991818708681.29","2191316414060.51","2394458719134.3","2658213530866.94","3083424652587.82","3730782775772.69","4206610118501.21","4693794271015.32","5114713213062.7","5792021836211.46","6940227758015.97","8024291970995.5","8962568770036.12","9098573566488.12","9014070180686.39","9307274823050.03","9708510805998.46","10194067191689.5","12377564712374.4","14345410483598.3","16151219796861.9","16899764444681.3","18985012664862","20077019486047.5","21595262628678.4","21761907547794.2","23425703507936.5","26016528623343.2","26240641324883.5","25791737299604.7","25888469871146.7","27194827316557.1","27764050359632.2","27489066409393.7","28660868665486.4","32125480719417.4","35771600781059","37831114602373.8","39962463041148.7","43756102613971.8","46623911291791.3","43669352938355","45759844719262","49412507535114.8","49446148147436","50054025962686.7","51134057169125.4","48273634988451.5","49306277527564.3","51570870016899.8","54839704976037.1","55315474922573.4","53937976780898.1","60016712305060.2","61535768880816.7",
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","1320796651.69457","1383681651.13776","1612346412.26475","1935298266.45384","2206466461.26434","2435078534.03141","2489845016.64894","2692474989.12571","2716964388.42418","3189740055.13982","3800766535.62088","4476001946.01486","5710090550.62573","8030117555.62033","9388694744.86163","10048090236.906","12876366008.8077","15719433719.7147","18315137712.9442","22526186035.2408","28861855877.2797","31055224236.6412","32291217616.936","29907228556.6964","33511383985.6741","35699772165.7093","41075395130.2862","50622896162.6006","59707404560.5944","68790222117.7576","76928784620.8158","88960001715.744","104272503148.988","120354207288.828","135811776884.01","144652289130.669","159718180108.942","177353167213.821","168885436391.806","165768095391.557","171668898538.944","169404327616.605","166348873240.942","161385558801.811","169099768875.193","181569303960.226","193535434591.37","211596953544.762","219278739753.002","214047795659.045","228638678536.952","248513617677.287","262628877166.217","275696879834.966","291459983449.58","309385622601.348","320860317562.562","341273289534.466","361731070995.726","363074560517.276","344943149590.058","368911387845.418","359838598806.091",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","335649999.832175","356199999.8219","387749999.806125","410199999.7949","456999999.7715","508649999.745675","549949999.725025","598099999.70095","646799999.6766","668000049.666","722999999.6385","730999999.664957","802996251.606543","912499599.456691","1034499999.78562","1124000000","1347999950","1669499950","3097242093.2","3544281976.3","3968160046","4043894878.6","4266503525.6","4476697184.85","4915311846.5","5278120712.5","5677828959","6190521241.5","5902717091.41631","5432344901.72414","4923009551.55642","4648668478.56753","4943700431.07368","4926728932.95069","4642280682.14252","5347445005.21376","5215028986.48649","5737099650.19011","6366340265.87888","6414520529.61672","7186638029.05875","7651162302.3456","7858255253.49986","8230391504.77427","8869299234.3377","9757012869.26168","10917476873.546","12361257680.5627","13881731630.9676","14587496229.1811","15839344591.9842","17710275997.4749","18528554861.0515","18499729063.4192","19756533658.0822","20979791685.416","21717604580.8627","23136248046.2979","24067750465.9361","25089937108.6681","23827859694.7921","28488721296.2012","31717700115.2546",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD","17292450314.7727","17719500926.6905","19291312491.5232","23352325839.938","20816472041.2354","24323923265.8039","26501609734.3972","25920628322.5362","27476506890.4153","30548727421.8615","31962960653.614","34354320283.6476","37368293666.8581","46136646050.3917","54947655240.149","62791627878.7333","66675385980.0505","78348289023.1636","92606200588.4922","102275368434.508","111360591670.023","109356958746.012","107882949059.385","103238056408.208","103775370860.91","103167273762.249","118612183964.842","130456353406.227","137681617095.984","140602461086.649","162560597218.284","176588552457.85","133058720157.94","137974875225.509","116858509287.217","136471948148.075","148315268097.963","154577457887.301","163059826840.905","163833164869.178","177567717258.143","172626762131.915","186798471425.641","211521311898.115","243387232295.465","279221096803.812","329711051193.589","394093813152.222","469266243001.106","474595462541.235","524405539450.417","588453270331.309","609295540296.691","677647202698.725","719693866273.251","698814203077.249","731974952060.25","809850137940.151","771241850302.934","799160667507.735","808664234946.38","898771753067.723","970109981803.944",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22778305790.163","24147539209.8502","24172608178.0871","25885225293.6151","23770159784.2572","22128719418.4376","23063323722.5007","26757255951.7786","35254833028.402","41855265955.2919","45025328213.7878","49532592592.8832","59172904660.6176","68342061762.0017","61941466003.2875","58693611581.162","62599775593.221","57231455635.3668","59363124068.5843","59214461630.3993","50742086222.907","52391038979.0338","55937483557.9256","61330483609.8835","61329267533.1316","57624938982.3606","68843674641.2112","70964606464.6427",
